album_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
Punk StatiK Paranoia,0.295,0.891,-3.327,0.0716,0.000265,8.14e-06,0.299,145.62
"Punk-O-Rama, Vol. 10",0.423,0.909,-4.586,0.0781,0.000604,0.0,0.337,100.014
Punnagaidhesam,0.79,0.735,-10.039,0.0955,0.137,3.53e-05,0.862,93.963
Punto Y Aparte,0.584,0.804,-8.652,0.0834,0.316,0.0137,0.827,124.228
Punto Y Seguimos,0.6023333333333333,0.8036666666666666,-3.2976666666666667,0.0426,0.4056666666666666,0.0,0.8043333333333335,117.48633333333333
Punto de Vista,0.501,0.562,-10.503,0.0464,0.723,5.23e-05,0.907,175.095
Punya Paap,0.6453333333333333,0.66,-6.398,0.267,0.1372,0.0,0.26533333333333337,111.26299999999999
Puppy,0.4463333333333333,0.8561666666666667,-9.096333333333332,0.041833333333333333,0.0006288333333333333,0.5550333333333334,0.33213333333333334,117.87616666666666
Puppy Dog Pals: Disney Junior Music,0.7050000000000001,0.8560000000000001,-4.274,0.1245,0.096,0.000705,0.915,138.0425
Puppy Love,0.683,0.517,-8.594,0.399,0.106,0.0,0.445,95.048
Pura Magia,0.702,0.958,1.104,0.497,0.00167,0.0,0.421,129.94
Pura Salsa,0.6915,0.6795,-8.488,0.03365,0.751,0.0304051,0.909,104.13300000000001
Pura Vida,0.6639999999999999,0.81,-7.0405,0.0364,0.015189999999999999,0.1825,0.7144999999999999,129.5035
Puras Rancheras,0.746,0.588,-4.945,0.0524,0.389,5.12e-06,0.975,119.86
Purcell : King Arthur,0.452,0.151,-22.641,0.0435,0.849,0.177,0.67,139.536
"Purcell: See, even Night herself is here  - Rameau: Dormons, dormons tous",0.12206666666666667,0.0451,-21.421999999999997,0.042966666666666674,0.9703333333333334,0.1576,0.07279999999999999,117.204
Pure,0.3486,0.47359999999999997,-10.1146,0.042820000000000004,0.5334035399999999,0.174003976,0.18359999999999999,114.7598
Pure & Simple,0.611,0.524,-8.256,0.035,0.68,0.0,0.73,203.787
Pure - Maria Callas,0.24866666666666667,0.13299999999999998,-17.925666666666668,0.05153333333333334,0.9383333333333334,0.0028233333333333335,0.0798,90.97699999999999
Pure / Sky High,0.609,0.567,-8.179,0.0726,0.000446,0.0274,0.0658,145.079
Pure / You're my sunshine,0.711,0.687,-5.498,0.027,0.351,0.0,0.318,110.981
Pure Air,0.109,0.0473,-29.024,0.052,0.88,0.871,0.0361,71.612
Pure Brown Noise and Ambient Combinations,0.0,2.03e-05,-14.51,0.0,0.0,0.0,0.0,122.979
"Pure Brown Noise and Ambient Combinations, including Clothes Dryers, Waterfalls, Crickets and more",0.0,2.01e-05,-17.502,0.0,0.0,0.124,0.0,122.979
Pure Disco,0.644,0.783,-10.19,0.0434,0.00053,0.899,0.713,125.525
Pure Fiction,0.669,0.854,-5.899,0.0431,0.0653,0.0,0.706,120.035
Pure Frosting,0.42625,0.8205,-7.344,0.0543,0.01865,2.4625e-05,0.6565,134.21975
"Pure House, Vol. 4",0.793,0.829,-7.118,0.0685,8.67e-05,0.253,0.273,126.978
Pure Imagination,0.625,0.0307,-15.862,0.137,0.714,0.000104,0.307,162.674
Pure Intec 2 Mixed by Carl Cox & Jon Rundell,0.785,0.835,-10.673,0.0488,0.0234,0.955,0.0879,125.878
Pure Jim Brickman,0.445,0.1659,-15.389500000000002,0.033049999999999996,0.9185,0.2915442,0.16599999999999998,128.79250000000002
Pure Joy - Numb Grief​-​stricken Animals,0.26266666666666666,0.9156666666666666,-6.708000000000001,0.18200000000000002,2.8433333333333334e-06,0.8246666666666668,0.07696666666666667,119.50533333333334
Pure Love EP,0.598,0.59,-13.149,0.0396,0.00733,0.821,0.08,122.99
"Pure Lovers, Vol. 5",0.837,0.317,-13.684,0.0846,0.1,0.0,0.794,139.416
Pure Lust am Leben 2011,0.555,0.986,-0.982,0.143,0.155,0.0,0.637,137.931
Pure Nightnoise,0.26,0.126,-20.451,0.041,0.959,0.419,0.13,74.0
Pure Raw 3,0.773,0.734,-10.849,0.0471,0.00106,0.834,0.499,123.953
Pure Rockabilly Party,0.6266666666666666,0.9326666666666666,-5.227,0.0384,0.08964666666666667,5.416666666666668e-06,0.8043333333333335,106.2
Pure Sleep: Music And Nature Sounds For Peaceful Dreams,0.15805000000000002,0.3365,-19.887500000000003,0.0609,0.8425,0.8340000000000001,0.08475,100.4155
Pure Sounds of Africa,0.656,0.85,-3.685,0.0317,0.415,0.000192,0.443,88.955
Pure Worship,0.487,0.0833,-19.804,0.0612,0.99,0.89,0.217,108.573
Pure... '80s Soul Grooves,0.667,0.753,-9.196,0.0543,0.0105,0.0,0.785,123.463
Pure... 70's Dance Party,0.563,0.955,-7.139,0.0502,0.418,0.0,0.923,143.219
Pure... 80's Dance Party,0.839,0.769,-6.331,0.0568,0.156,0.0,0.866,125.184
Pure... 90s Dance Party,0.6295,0.7755,-8.015,0.0429,0.03012,0.02197,0.4495,131.1795
Pure... Alternative 80s,0.47150000000000003,0.8755,-7.4245,0.07535,0.0014399999999999999,0.271501035,0.6645000000000001,146.611
Pure... Disco/Funk,0.788,0.805,-9.799,0.271,0.238,0.00184,0.669,110.908
Pure... Movies,0.529,0.812,-6.627,0.0354,0.000338,0.813,0.718,145.532
Purest Pain,0.282,0.978,-4.798,0.319,0.00325,0.00389,0.17,179.418
Purgatório,0.646,0.753,-6.542,0.0646,0.386,0.0,0.0391,99.948
Purification,0.475,0.683,-8.392,0.0419,0.657,0.669,0.326,179.722
Purifying Blade,0.15575,0.92475,-7.7935,0.116775,0.0937508125,0.82725,0.125525,142.6725
Puritanical Euphoric Misanthropia,0.294,0.972,-2.6046666666666667,0.13233333333333333,6.243999999999999e-05,0.5966666666666667,0.25333333333333335,108.57833333333333
Purity,0.368,0.153,-27.895,0.026,0.96,0.863,0.508,75.194
Purity Of Essence,0.388,0.97,-3.877,0.0583,0.0824,0.0,0.811,152.082
Purke Tudu Num Mundu É Vaidade,0.754,0.582,-7.91,0.455,0.429,0.0,0.883,82.652
Puro Amor,0.5549999999999999,0.9174285714285714,-3.815714285714286,0.05675714285714285,0.004985428571428571,0.003690054285714286,0.5085714285714286,152.70614285714285
Puro Cañonazo,0.657,0.8015000000000001,-6.1515,0.05739999999999999,0.11965,0.0565178,0.7515000000000001,150.976
Puro Corazón,0.639,0.7868333333333334,-8.551166666666667,0.04011666666666667,0.472,7.572666666666667e-05,0.7845,160.19366666666667
Puro Mareo,0.86,0.779,-5.342,0.0393,0.000645,0.136,0.475,130.005
Puro Verso,0.414,0.227,-8.563,0.0628,0.834,0.0,0.273,166.193
Puro e Simples,0.5321428571428571,0.6875714285714285,-4.1571428571428575,0.038028571428571425,0.5501428571428572,0.0,0.4341428571428571,118.02528571428572
Puros Exitos,0.4093333333333333,0.569,-6.7843333333333335,0.040433333333333335,0.38066666666666665,2.1033333333333332e-06,0.6833333333333332,116.67233333333333
Purple,0.3295,0.87675,-7.303,0.0511,0.032004,0.02342675,0.4245,154.58525
Purple Clouds,0.667,0.325,-8.892,0.08735,0.4675,0.8280000000000001,0.20800000000000002,116.00649999999999
Purple Lamborghini,0.457,0.899,-2.591,0.132,0.0019,0.0,0.298,147.268
Purple Noon,0.43,0.874,-5.054,0.0543,0.127,0.0418,0.576,195.891
Purple Rain,0.367,0.452,-10.422,0.0307,0.0353,0.00228,0.189,113.066
Purple Widow,0.594,0.978,-7.598,0.0634,0.0028,0.639,0.154,145.014
Purpose,0.6716666666666667,0.49333333333333335,-9.304333333333334,0.19286666666666666,0.5985666666666667,0.0005099999999999999,0.41133333333333333,100.11666666666667
Purpurina,0.89,0.643,-6.093,0.0688,0.135,0.0,0.97,132.08
Pursuit,0.486,0.623,-5.07,0.0309,0.0097,3.4e-05,0.275,89.454
Pursuit Of The Sun & Allure Of The Earth,0.341,0.905,-7.834,0.135,0.00142,0.0132,0.2,119.956
Purvayi,0.384,0.696,-6.768,0.0335,0.00385,0.0156,0.0779,172.059
Push,0.6005,0.2485,-17.166,0.03725,0.694,0.14900283,0.359,102.1215
Push It,0.654,0.509,-9.239,0.0543,0.549,0.861,0.508,146.983
Push The Button,0.6487499999999999,0.74925,-4.13375,0.065025,0.008685,0.04885,0.494,133.51024999999998
Push The Feeling On,0.793,0.5,-13.108,0.0319,0.028,1.96e-05,0.833,123.017
Push Ya Luck,0.759,0.701,-4.089,0.256,0.11,1.39e-05,0.593,129.592
Push the Beat for This Jam,0.582,0.999,-6.175,0.067,0.0119,0.277,0.156,144.983
Pushin P - Top Rap,0.7926666666666667,0.63675,-5.532916666666666,0.11135,0.19597483333333332,0.00149615,0.45625,121.32666666666667
Pushpa - The Rise,0.728,0.861,-5.852,0.165,0.2,0.00106,0.662,87.467
Pussy Lounge 2016,0.528,0.94,-4.005,0.23153333333333334,0.17266666666666666,0.23893333333333336,0.44766666666666666,131.55966666666666
Pussy Lounge 2017,0.638,0.9215,-1.5910000000000002,0.1295,0.312,0.01145,0.298,112.46450000000002
Pussy Lounge 2019,0.599,0.91825,-2.88475,0.06495000000000001,0.0207625,0.16685595,0.187575,126.80799999999999
Pussy lounge 2015,0.527,1.0,-4.134,0.155,0.0473,0.327,0.0166,77.876
Pussysoul,0.324,0.887,-8.966,0.0722,0.00607,0.732,0.345,98.974
Put A Record On,0.8365,0.9205000000000001,-5.7805,0.04865,0.0063549999999999995,0.1375,0.7765,125.00550000000001
Put It Pon Mi,0.865,0.513,-8.477,0.0713,0.176,3.81e-05,0.564,104.998
Put It on Me: Trending Hip Hop 2022,0.7173999999999999,0.579,-7.56,0.2686,0.34336,9.84e-07,0.32658,106.0566
Put Your Back In It,0.929,0.889,-2.647,0.204,0.221,0.281,0.868,140.04
Put Your Back Into The Oar,0.477,0.934,-8.199,0.0554,0.000392,0.254,0.328,139.947
Put Your Head On My Shoulder: The Very Best Of Paul Anka,0.4613333333333334,0.35933333333333334,-9.335666666666667,0.03106666666666667,0.7186666666666667,0.0,0.49666666666666665,111.30166666666666
Put Your Records On,0.399,0.491,-10.778,0.0538,0.0563,0.00089,0.151,91.066
Puta Y Amada,0.314,0.755,-6.2,0.0442,0.000992,3.62e-05,0.57,149.995
Puta a mó Tempão,0.941,0.678,-2.807,0.337,0.695,0.00295,0.684,130.045
Putali,0.469,0.838,-6.313,0.0473,0.302,5e-06,0.336,151.99
Puthan Panam,0.29,0.486,-8.355,0.0449,0.217,3.17e-05,0.232,179.664
Puttin' On,0.5800000000000001,0.351,-13.353000000000002,0.028999999999999998,0.7565,0.03799,0.5675,102.911
Putumayo Kids Presents Instrumental Dreamland,0.494,0.141,-15.345,0.0442,0.597,0.31,0.222,142.187
Putumayo Kids Presents Latin Dreamland,0.596,0.168,-17.407,0.0361,0.962,0.857,0.292,112.044
Putumayo Kids Presents Yoga Dreamland,0.156,0.0305,-24.318,0.0485,0.993,0.879,0.0377,83.195
Puzzle,0.736,0.72,-10.587,0.046,0.000105,0.868,0.421,124.991
Puzzle Box,0.696,0.488,-7.508,0.0403,0.196,0.836,0.202,95.064
Puzzlewood,0.53,0.4825,-13.2395,0.03775,0.4841,0.759,0.5625,152.3125
Puñal de Sombra,0.553,0.465,-6.315,0.0565,0.715,0.0,0.442,108.054
PvP,0.436,0.963,-6.861,0.0826,5.13e-05,0.0,0.515,169.921
Pyaar Impossible,0.746,0.737,-7.223,0.191,0.19,0.00743,0.611,94.937
Pyaar Kiya To Darna Kya,0.781,0.766,-8.728,0.0564,0.122,0.000104,0.798,106.193
Pyaar Mein Tere,0.7,0.422,-13.965,0.116,0.863,0.0115,0.633,93.982
Pyaar Prema Kaadhal,0.617,0.695,-5.476,0.0538,0.266,4.28e-06,0.464,160.041
Pyaar Tune Kya Kiya,0.543,0.602,-10.354,0.0389,0.624,3.14e-06,0.382,89.979
Pyramids,0.692,0.845,-5.928,0.0543,0.0116,0.0639,0.158,123.014
Pyramids  [Radio Mix],0.602,0.965,-0.959,0.074,0.000269,0.00202,0.215,128.14
Pyre of the Black Heart,0.496,0.637,-6.296,0.0247,0.00295,0.000964,0.364,90.001
Pyromania,0.6539999999999999,0.831,-7.136,0.04625,0.0041814999999999995,0.33345,0.6265000000000001,114.786
Pył,0.697,0.428,-13.579,0.0606,0.735,0.00353,0.093,114.994
PØBEL,0.558,0.742,-6.764,0.0287,0.0132,4.48e-06,0.809,152.014
Página de Amigos,0.662,0.72,-5.233,0.0427,0.246,0.0,0.876,160.191
Páginas en Blanco,0.6863333333333334,0.8676666666666666,-4.36,0.057433333333333336,0.04513333333333334,0.0006562,0.8213333333333334,158.68866666666668
Pájaros En La Cabeza,0.4945,0.845,-4.3185,0.0455,0.202,0.0,0.547,144.2325
Pánico,0.627,0.919,-5.635,0.0529,0.0582,0.0,0.909,139.95
Pânico em São Paulo,0.273,0.878,-3.917,0.125,0.000528,2.63e-06,0.261,193.133
Pão Que Alimenta,0.602,0.799,-6.188,0.0431,0.696,0.0,0.831,109.98
På Rymmen,0.547,0.898,-6.213,0.0589,0.049,0.0,0.647,95.612
På begäran,0.604,0.689,-10.988,0.0362,0.0715,1.47e-06,0.889,151.266
På bygda,0.811,0.785,-7.629,0.036,0.0514,0.00121,0.918,105.021
På moln,0.732,0.5875,-7.72,0.34199999999999997,0.35250000000000004,5.41e-06,0.8055,131.6375
På vei,0.5413333333333333,0.831,-5.558666666666667,0.028633333333333334,0.013806666666666667,5.636666666666666e-06,0.512,107.30033333333334
Pé Na Areia,0.5700000000000001,0.7995,-3.8715,0.18395,0.275,0.0,0.5794999999999999,164.51274999999998
Pé de Serra,0.6285000000000001,0.5225,-8.291,0.0616,0.6325000000000001,0.0008345000000000001,0.727,83.1515
Pé na Areia / Numa Boa,0.647,0.887,-5.513,0.052,0.544,0.0,0.966,167.883
Pérola,0.405,0.723,-6.328,0.0933,0.135,0.0,0.478,173.904
Pérolas da Adoração - Músicas que Marcaram a Nossa História,0.29,0.455,-7.246,0.0303,0.718,1.47e-06,0.172,90.666
Pés,0.5,0.685,-10.372,0.0369,0.501,0.0,0.462,135.851
Péssimo Negócio,0.592,0.57,-3.588,0.0635,0.818,0.0,0.736,79.613
Pétalas Neon,0.566,0.655,-5.972,0.0378,0.484,0.0,0.36,91.973
Pío Pío,0.584,0.26,-14.183,0.0301,0.647,0.309,0.0736,111.968
Pódio,0.679,0.674,-7.25,0.074,0.824,0.0,0.947,155.916
Pólvora,0.598,0.6903333333333332,-8.759666666666666,0.044399999999999995,0.6976666666666667,6.2e-05,0.9583333333333334,152.55866666666665
Põe no 120,0.673,0.917,-1.377,0.102,0.114,0.0,0.469,127.022
Pür Akustik,0.516,0.733,-10.627,0.0376,0.352,0.0,0.657,90.563
Pırlanta Şarkılar,0.423,0.501,-13.298,0.0586,0.606,3.23e-05,0.543,88.253
PŘIJDU SOON,0.741,0.815,-5.884,0.179,0.383,0.0,0.515,86.061
Q,0.48133333333333334,0.7236666666666666,-7.0376666666666665,0.03713333333333333,0.024546666666666665,1.1966666666666667e-05,0.4756666666666667,128.91333333333333
Q-Galaxy,0.467,0.978,-4.482,0.0815,0.00012,0.685,0.0371,100.062
Q-Tracks for your Dj Set Tech House 14,0.8,0.958,-6.893,0.0727,0.000854,0.875,0.681,124.993
Q.E.D,0.534,0.9410000000000001,-2.561,0.077,0.00204,0.00615,0.573,95.008
QE2,0.387,0.0243,-28.774,0.0357,0.81,0.884,0.629,88.648
QUANTO CASINO,0.684,0.559,-8.556,0.101,0.0182,4.05e-05,0.158,94.995
QUARTIERS NORD,0.66,0.72,-5.874,0.0753,0.301,0.0,0.628,99.937
QUITAPENAS,0.5636666666666666,0.8583333333333334,-6.624666666666666,0.07206666666666667,0.1431,0.19673833333333332,0.836,105.17066666666666
Qalalıyam Qalalı,0.43875,0.23525000000000001,-13.29375,0.044,0.9695,0.0031547500000000004,0.47875,103.99325
Qalandar,0.592,0.629,-6.344,0.0359,0.779,7.6e-06,0.62,149.946
Qarib Qarib Singlle,0.503,0.514,-7.908,0.0656,0.655,1.25e-06,0.611,115.677
Qawwali,0.787,0.292,-15.108,0.0772,0.141,0.929,0.0854,136.013
Qayamat Se Qayamat Tak,0.449,0.40775,-13.177,0.035225,0.59575,0.00022577499999999997,0.5962500000000001,124.87875
Qin Shi Huang vs Hades Rap. Un Auténtico Rey,0.692,0.849,-8.465,0.249,0.167,0.0,0.71,90.102
Qismat,0.43,0.744,-5.105,0.132,0.498,0.0,0.736,87.726
Qlimax - 2011,0.5043333333333333,0.8993333333333333,-4.664000000000001,0.04083333333333333,0.002333333333333333,0.16881803333333334,0.41,125.01266666666668
Qlimax 2010 - In An Alternate Reality,0.584,0.977,-3.418,0.0372,0.00333,0.973,0.0375,77.266
Qlimax 2011,0.543,0.899,-7.116,0.0477,0.161,0.000423,0.169,151.618
Qlimax 2012,0.498,0.857,-4.293,0.029,0.00823,0.0772,0.0635,149.969
Qual É a Sua Escolha?,0.35350000000000004,0.6305000000000001,-6.3525,0.0408,0.27297499999999997,0.00018098249999999998,0.28375,158.3335
Qualm,0.654,0.218,-8.92,0.0588,0.941,0.907,0.297,90.108
Quand je te vois,0.135,0.00723,-34.017,0.0416,0.992,0.9,0.106,75.275
Quand pleure la petite fille,0.421,0.29,-13.717,0.0325,0.569,0.000337,0.378,111.813
Quand vous souriez,0.484,0.059,-25.084,0.0517,0.996,0.948,0.308,89.329
Quando Deixamos Nossos Beijos na Esquina,0.601,0.416,-9.821,0.0299,0.17,4.73e-05,0.151,79.96
Quando Deus Se Cala,0.507,0.559,-6.335,0.0254,0.759,6.6e-06,0.319,139.5
Quando Ela Tira a Calcinha,0.779,0.63,-2.979,0.0617,0.00676,0.000313,0.498,130.211
Quando Te Vejo,0.639,0.339,-10.937,0.0373,0.486,0.0118,0.176,127.91
Quando você olhar pra mim,0.676,0.743,-7.35,0.199,0.448,0.0,0.878,163.834
Quando...,0.458,0.876,-3.638,0.0286,0.00726,0.0,0.664,97.972
Quanta,0.745,0.549,-11.369,0.0301,0.505,0.00506,0.786,122.63
Quanta gente veio ver,0.655,0.585,-10.648,0.0428,0.166,1.28e-05,0.695,126.702
Quanto Custa?,0.436,0.89,-5.079,0.0764,0.536,1.06e-05,0.792,164.029
Quanto Mais Curtido Melhor,0.773,0.94,-5.303,0.0792,0.193,0.0,0.887,97.135
Quanto Mais Eu Bebo,0.753,0.766,-3.039,0.0352,0.388,0.0,0.858,135.043
Quanto Tempo Demora Um Mês,0.643,0.518,-10.235,0.0276,0.415,0.000228,0.329,129.986
Quanto Tempo Faz,0.637,0.689,-5.766,0.0516,0.644,0.0,0.537,140.05
Quantos Não Dava Nada,0.685,0.6,-7.386,0.579,0.727,0.0,0.557,127.667
Quantum,0.627,0.902,-5.149,0.0384,0.0105,0.952,0.135,128.021
Quantum Of Solace: Original Motion Picture Soundtrack,0.517,0.736,-5.175,0.116,0.0401,6.59e-05,0.447,142.064
Quaranteam: Tropical,0.643,0.325,-17.295,0.045,0.459,0.0,0.793,86.141
Quarantine Team,0.7295,0.517,-10.2195,0.224,0.00258,0.003885,0.4205,99.5315
Quarcissus: El Arte de Desamar,0.494,0.517,-10.936,0.391,0.61,0.0,0.602,76.707
Quaristice,0.453,0.918,-13.218,0.18,0.0263,0.522,0.183,76.246
Quartet,0.519,0.842,-8.568,0.0322,0.00177,0.0121,0.641,142.842
Quase Ontem  [Deluxe],0.784,0.73,-5.898,0.0411,0.235,0.0,0.735,118.012
Que Alegre Va María,0.5603333333333333,0.3069,-16.300666666666668,0.0353,0.681,0.0,0.596,98.36966666666667
Que Amarren a Cupido,0.553,0.443,-8.284,0.0311,0.794,0.000125,0.433,139.691
Que El Cielo Espere Sentao..,0.695,0.958,-3.778,0.0827,0.0148,7.16e-06,0.711,108.054
Que Empiece Ya!,0.504,0.769,-9.082,0.129,0.0587,0.00255,0.579,118.562
Que Esperas,0.644,0.906,-4.393,0.0374,0.149,0.0,0.704,120.994
Que Falta Que Me Hacés,0.6993333333333333,0.36200000000000004,-5.881333333333333,0.04803333333333334,0.9123333333333333,0.15943333333333334,0.6753333333333332,116.27499999999999
Que Nadie Se Entere,0.848,0.744,-6.567,0.0546,0.0795,0.0,0.704,98.979
Que Nadie Sepa Mi Sufrir,0.418,0.555,-7.045,0.0511,0.972,0.0157,0.795,104.336
Que No Se Extinga La Llama!,0.542,0.881,-3.559,0.142,0.0064,0.000112,0.765,166.835
Que Nunca Me Falte,0.6525000000000001,0.3755,-6.235,0.0401,0.9704999999999999,0.42355,0.77,115.30199999999999
Que Pais E Este,0.639,0.347,-13.023,0.0238,0.075,0.0107,0.126,89.998
Que Sabrán,0.803,0.511,-13.653,0.399,0.0855,0.0,0.776,119.097
Que Saudade Que Eu To,0.73,0.499,-2.584,0.119,0.161,0.0,0.721,82.16
Que Se Abram Os Céus,0.608,0.427,-9.294,0.0289,0.726,0.0,0.223,128.041
Que Sea Rock,0.49628571428571433,0.8401428571428572,-4.842428571428571,0.051057142857142856,6.532285714285713e-05,0.013980942857142856,0.42785,119.97385714285714
Que Seas Feliz,0.59475,0.37,-8.8065,0.040525000000000005,0.81275,1.529e-05,0.58725,123.65875
Que Seja Feita a Nossa Vontade,0.3425,0.9855,-3.4651666666666667,0.20666666666666667,0.0014796666666666667,0.0020678333333333334,0.15951666666666667,137.417
Que Tire Pa Lante,0.658,0.9010000000000001,-2.814,0.0357,0.0478,0.0,0.7079999999999999,93.979
Que Tumba,0.714,0.613,-10.434,0.0732,0.0479,5.08e-06,0.964,93.969
Que la famille,0.373,0.523,-9.111,0.041,0.228,0.0171,0.0398,104.959
Que vienen los DJ's!,0.481,0.941,-7.395,0.0325,2.49e-05,0.83,0.26,135.01
Quebrantado Coração,0.6356666666666667,0.3546666666666667,-8.357,0.03493333333333334,0.6696666666666667,6.193333333333334e-06,0.15033333333333335,106.698
Quebrante,0.27975,0.863,-8.6525,0.08765,6.087500000000001e-06,0.92625,0.20274999999999999,120.40700000000001
Quechua,0.592,0.983,-3.429,0.084,0.000611,0.00764,0.375,131.967
Queda en Esta Noche,0.587,0.898,-6.162,0.0395,0.00216,3.39e-06,0.906,167.996
Queda poco para la PAES,0.6824736842105262,0.7917719298245615,-4.380070175438596,0.07318245614035088,0.12725070175438596,0.001616187894736842,0.546859649122807,119.96843859649123
Queda poco para la PAES 2.0,0.767970297029703,0.8202574257425743,-4.61919801980198,0.08205643564356435,0.17373544554455447,0.0001748578217821782,0.7741881188118812,117.19418811881188
Queen,0.6275999999999999,0.6348,-6.2582,0.0883,0.22963999999999998,0.0270082,0.3744,131.1442
Queen For Babies,0.4696666666666667,0.20833333333333334,-13.628666666666666,0.03743333333333334,0.8256666666666667,0.07233333333333333,0.4753333333333334,118.86
Queen Of The Clouds,0.7095714285714285,0.6946666666666668,-5.442238095238095,0.05004761904761904,0.0710004761904762,0.20505517190476188,0.2996761904761905,118.80323809523809
Queen Radio: Volume 1,0.951,0.878,-2.565,0.211,0.0509,1.61e-05,0.923,133.014
Queen of Clubs Trilogy: Onyx Edition,0.558,0.934,-4.072,0.0355,0.0185,0.21,0.385,130.008
Queen of Disaster,0.579,0.418,-10.856,0.0309,0.841,0.000363,0.202,122.988
Queen of Hearts,0.805,0.682,-5.207,0.047,0.276,3.23e-06,0.462,96.009
Queen of Ice,0.704,0.789,-7.311,0.03745,0.06425,0.041852645,0.14375,121.4975
Queendom - The 6th Mini Album,0.695,0.896,-1.24,0.0847,0.179,0.0,0.508,119.959
Queens are trumps -切り札はクイーン-,0.459,0.872,-0.987,0.053,0.0505,0.0,0.579,82.61
Queer As Folk,0.446,0.787,-7.334,0.0714,0.0328,0.0,0.586,125.642
Quejas De Bandoneon,0.39,0.445,-10.695,0.0485,0.449,0.0887,0.325,112.468
Quelqu'un de l'intérieur,0.542,0.47,-10.024,0.035,0.756,0.0,0.454,137.411
"Quem Acordou, Acordou",0.841,0.424,-7.413,0.317,0.127,0.0,0.834,113.472
Quem Dá Mais?,0.383,0.465,-8.705,0.029,0.00171,0.0,0.553,103.813
Quem Foi Que Falou Que Acabou o Rock'N Roll?,0.374,0.924,-3.291,0.0458,0.00148,9.5e-05,0.382,100.333
Quem Jura Mente,0.613,0.851,-2.41,0.0337,0.0309,1.06e-06,0.862,152.043
Quem Mandou Me Deixar,0.767,0.62,-5.536,0.0382,0.619,0.0,0.639,139.929
Quem Matou o Bozo?,0.245,0.906,-5.5235,0.1362,0.0010075,8.65e-07,0.6659999999999999,155.80349999999999
Quem Sabe Numa Tarde,0.74,0.524,-9.786,0.0969,0.47,0.0,0.673,96.024
Quem Vive de Amor Não Morre,0.466,0.685,-7.448,0.0355,0.699,0.0,0.704,89.2
Quem me Colocou pra Beber,0.819,0.734,-6.24,0.0991,0.496,0.0,0.962,172.021
Quem me levará sou eu,0.501,0.823,-5.752,0.0386,0.441,0.0,0.811,154.999
Quem É Que Chora por Mim?,0.631,0.673,-5.651,0.0253,0.45,0.0,0.425,107.977
Quem É Você?,0.4385,0.884,-5.0265,0.0621,0.047985,0.0,0.4525,160.223
Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0.735,0.578,-6.329,0.0292,0.0477,0.00023,0.736,111.99
Queremos Deus,0.3644,0.4386,-9.6328,0.03362,0.5782,0.0,0.2158,118.40119999999999
Querencia,0.17,0.00316,-38.615,0.0422,0.991,0.931,0.0946,70.964
Quero Descer,0.332,0.331,-5.421,0.0293,0.835,0.0,0.355,140.788
Quero Me Apaixonar - Diante do Trono 6,0.509,0.606,-6.667,0.0382,0.494,0.0,0.284,144.012
Quero Ser Teu Amigo,0.43,0.648,-9.424,0.0306,0.671,0.14,0.374,73.833
Quero Te Encontrar,0.797,0.126,-16.515,0.0456,0.411,0.0,0.759,89.992
Querosene e o Violão,0.671,0.66,-4.884,0.0356,0.646,0.0,0.735,105.052
Quest / Night Flight,0.694,0.854,-11.687,0.071,0.00208,0.929,0.905,168.028
Question,0.847,0.527,-9.359,0.0465,0.0854,0.000303,0.746,104.052
Question God,0.617,0.719,-6.234,0.363,0.124,0.0,0.357,73.561
Questions,0.617,0.6479999999999999,-7.741,0.16160000000000002,0.6025,1.265e-05,0.442,112.987
Questão de Tempo,0.808,0.5065,-9.561,0.27755,0.5725,0.0,0.5955,109.705
Queue,0.752,0.874,-3.575,0.159,0.0188,0.795,0.394,119.03
"Quevedo: Bzrp Music Sessions, Vol. 52",0.621,0.782,-5.548,0.044,0.0125,0.033,0.55,128.033
Quickies,0.44199999999999995,0.755,-5.4745,0.0466,0.839,0.2562,0.497,114.0685
Quiebro,0.6,0.851,-5.665,0.18909999999999996,0.26933333333333337,0.0,0.2916666666666667,113.57633333333332
Quien Bien Te Quiera,0.393,0.143,-20.783,0.0541,0.244,0.0318,0.267,145.277
Quien Como Tu,0.771,0.143,-13.835,0.0476,0.968,0.000232,0.278,106.17
Quien Mato A Hector Lavoe,0.649,0.737,-7.799,0.0288,0.576,0.0,0.943,91.478
Quien de los Dos?,0.702,0.669,-5.943,0.0394,0.661,3.91e-06,0.606,95.042
Quieres,0.796,0.646,-3.925,0.158,0.0744,0.0,0.663,180.03
Quieres Volver,0.8249999999999998,0.625,-7.235,0.0672,0.0202,0.0,0.86,105.053
Quiero Cumbia,0.639,0.886,-4.588,0.0377,0.0104,0.0,0.779,100.018
Quiero Decirte,0.751,0.772,-3.853,0.0383,0.039,0.0,0.923,117.941
Quiero Llegar a Casa,0.6733333333333333,0.631,-6.341333333333334,0.03513333333333333,0.5716666666666667,1.4983333333333334e-05,0.6666666666666666,108.10866666666668
Quiero Verte,0.743,0.804,-5.839,0.039,0.112,0.00325,0.951,112.019
Quiero Vivir a Tu Lado,0.651,0.848,-4.843,0.0289,0.00963,2.15e-05,0.662,133.036
Quiet Beauty,0.244,0.18,-14.357,0.0344,0.989,0.858,0.289,111.571
